date,model_version,portfolio_return,cum_return
2025-01-03,v1,0.10472423787876728,0.10472423787876739
2025-01-06,v1,0.009911264475279643,0.11567345197263568
2025-01-09,v1,0.07415837605894335,0.19840998338300175
2025-01-10,v1,0.19173631337678304,0.4281886955107903
2025-01-13,v1,0.12039080432457354,0.600129481290598
2025-01-16,v1,0.09739858733096936,0.7559798323149389
2025-01-17,v1,0.17055711310922073,1.0554746831925885
2025-01-20,v1,0.06414979156580365,1.1873329556881793
2025-01-23,v1,0.2089529390183012,1.644382605390812
2025-01-24,v1,0.009503014270131357,1.6695122110255278
2025-01-31,v1,0.05156755017260247,1.807172415903962
2025-02-03,v1,0.08031552577843226,2.0326319444380005
2025-02-06,v1,-0.18126318971697133,1.4829274049515875
2025-02-07,v1,-0.13177272981491578,1.155745282868852
2025-02-10,v1,-0.10493622257587995,0.9295295160488228
2025-02-13,v1,-0.022773785857010537,0.8855868240455458
2025-02-14,v1,0.05091046219799954,0.9815829207721625
2025-02-17,v1,-0.07055012231282594,0.8417820033386794
2025-02-20,v1,-0.056706121769975526,0.7373416887836066
2025-02-21,v1,0.08185869154812733,0.8795582061994467
2025-02-24,v1,-0.06407534708610563,0.759124861768679
2025-02-27,v1,-0.008666222711011218,0.7438798939401148
2025-02-28,v1,0.0217272452406585,0.7817696000660053
2025-03-10,v1,0.20519969787572365,1.1473881836836983
2025-03-13,v1,0.1089919546560097,1.3814362192286027
2025-03-14,v1,0.010248160159273772,1.405841559012353
2025-03-17,v1,0.022012181994195537,1.4587993812585323
2025-03-20,v1,-0.06356981707637113,1.302493954364433
2025-03-21,v1,0.07443500661767327,1.4738801070947023
2025-03-24,v1,-0.00975153597810403,1.4497559762248522
2025-03-27,v1,0.07326850786779485,1.62924594124306
2025-03-28,v1,0.20376908670286448,2.165004985407372
2025-03-31,v1,0.185438986361896,2.751920301731662
2025-04-03,v1,0.1524983256232349,3.324081865617562
2025-04-10,v1,0.29694709859916313,4.608105429717954
2025-04-11,v1,0.2394050700131439,5.950714302760672
2025-04-14,v1,0.27285376610034634,7.847242877356464
2025-04-17,v1,0.3074756090781511,10.567554269733979
2025-04-18,v1,0.22626852077621357,13.18492766334526
2025-04-21,v1,0.3811733547420454,18.591844127555817
2025-04-24,v1,0.289991588195334,24.273314121781155
2025-04-25,v1,0.29395233339528215,31.702463780510662
2025-04-28,v1,0.30182361425116994,41.572839593662366
2025-05-02,v1,0.23321506036201672,51.50146694928079
2025-05-08,v1,0.24843523676555995,64.54468132136459
2025-05-09,v1,0.23993499179164984,80.27114389619251
2025-05-12,v1,0.24760888514955265,100.39460123115761
2025-05-15,v1,0.17350835815760857,117.9874120168212
2025-05-16,v1,0.22738240567144313,145.04305600582518
2025-05-19,v1,0.27299828231521883,184.91255943948076
2025-05-22,v1,0.3273739586146771,245.77548997937004
2025-05-23,v1,0.23737882623708512,304.3547661347544
2025-05-26,v1,0.1493376525715293,349.95573011084696
2025-05-29,v1,0.1489100552460891,402.21656727058473
2025-05-30,v1,0.2146237765738946,488.75642971535945
2025-06-02,v1,0.0720593993113566,524.0479838495229
2025-06-05,v1,0.06646588428149597,558.945762386298
2025-06-09,v1,0.16015805807429656,648.625588317019
2025-06-12,v1,0.09281562453686006,708.9209930117884
2025-06-13,v1,0.08236281739041093,767.3920861208375
2025-06-19,v1,0.07622128597022433,825.9599190543111
2025-06-20,v1,-0.013981411410036925,814.3978522064019
2025-06-23,v1,0.11828773534633512,910.8494175501629
2025-06-26,v1,0.043421798008696444,950.4435587733735
2025-06-27,v1,0.036455078632623136,985.1285085229597
2025-06-30,v1,-0.08608380599571576,900.2388133084247
2025-07-03,v1,0.042054725125968515,938.1401638749645
2025-07-04,v1,0.04291788322074438,978.446071756061
2025-07-07,v1,0.07769665920680843,1054.5457594047389
2025-07-10,v1,0.047779862950546745,1104.979591127128
2025-07-11,v1,0.08676025767869286,1200.934665440693
2025-07-14,v1,0.08569710757168064,1303.936989759096
2025-07-17,v1,0.15191086245976623,1502.1710933290512
2025-07-18,v1,0.08577937305957499,1631.1121673160933
2025-07-21,v1,0.06776318533916913,1741.7092866042467
2025-07-24,v1,0.0949368149638776,1907.1565556824253
2025-07-25,v1,0.08532088968234305,2069.962170666445
2025-07-28,v1,0.06717922601747567,2209.0878064032886
2025-07-31,v1,0.038791924561113154,2294.821365862721
2025-08-01,v1,0.07747577935714482,2472.69191544772
2025-08-11,v1,0.24890513117453889,3088.406526147631
2025-08-14,v1,0.24763795156341678,3853.460829829482
2025-08-18,v1,0.39912830812490735,5391.88525957305
2025-08-21,v1,0.10638912786491264,5965.6296190145695
2025-08-22,v1,0.32240085839307636,7889.2761298984215
2025-08-25,v1,0.1342828815864154,8948.805145133692
2025-08-28,v1,0.2631145760188167,11303.629331346569
2025-08-29,v1,0.23071502773802327,13911.777201096264
2025-09-01,v1,0.16923073452445292,16266.246706112848
2025-09-04,v1,0.2713267651350373,20679.986132536036
2025-09-05,v1,0.34954738527419715,27908.97076005594
2025-09-08,v1,0.19524084995337437,33358.13717342309
2025-09-11,v1,0.21934136094532355,40675.17572100345
2025-09-12,v1,0.07736403561805696,43822.0488282895
2025-09-15,v1,0.27304867065621274,55787.87405495625
2025-09-18,v1,0.1728359442982979,65430.19678358342
2025-09-19,v1,0.1015583364987734,72075.28028404804
2025-09-22,v1,0.022423447864459482,73691.47899726155
2025-09-25,v1,0.15137090441291562,84846.37619150683
2025-09-26,v1,0.16342336189480422,98712.41965667605
2025-09-29,v1,0.2200514485694725,120434.45064537386
