date,portfolio_return,turnover,cum_return
2024-01-04,0.04627936216786895,0.5000000000000001,0.04727936216786888
2024-01-05,0.10386581942443925,0.7500000000000003,0.15710317064790646
2024-01-08,0.008660390900639664,0.9000000000000005,0.16828123958873475
2024-01-11,0.16456530687547133,0.8500000000000004,0.3617080815380995
2024-01-12,0.057350391053356396,0.9500000000000005,0.44116428059636337
2024-01-15,0.10674914225246948,1.0000000000000004,0.5964484956755187
2024-01-18,0.12339297619221853,0.8000000000000004,0.7950354753901865
2024-01-19,0.06014785105970895,0.9500000000000005,0.9047980372862396
2024-01-22,0.13392335644171574,0.8000000000000004,1.1617997818204917
2024-01-25,0.1716914807246475,0.8500000000000004,1.5351241871732926
2024-01-26,0.05633239740061946,1.0000000000000004,1.6804689345322341
2024-01-29,0.20436714228859293,0.7500000000000003,2.2309491796104686
