weight_name,w_ret,w_prob,w_qual,w_tech,w_risk,model_version,horizon_days,pred_mae,pred_rmse,pred_corr,pred_n,strat_avg_return,strat_hit_rate,strat_sharpe_like,strat_num_periods
w0_base,0.45,0.35,0.1,0.1,1.0,v1,90,0.10867440255718842,0.1810434015444817,0.9213203130675426,38975,0.5628029804477256,1.0,2.285961351504243,496
w1_ret_up,0.5,0.3,0.1,0.1,1.0,v1,90,0.10867440255718842,0.1810434015444817,0.9213203130675426,38975,0.5648363839988351,1.0,2.2847612728207536,496
w2_prob_up,0.4,0.39999999999999997,0.1,0.1,1.0,v1,90,0.10867440255718842,0.18104340154448167,0.9213203130675438,38975,0.5603023644349464,1.0,2.2800842034941016,496
w3_qual_up,0.4,0.35,0.15000000000000002,0.1,1.0,v1,90,0.10867440255718842,0.18104340154448167,0.9213203130675438,38975,0.5616108652064817,1.0,2.285908148836895,496
w4_tech_up,0.45,0.3,0.1,0.15000000000000002,1.0,v1,90,0.10867440255718842,0.18104340154448167,0.9213203130675438,38975,0.5640869280444964,1.0,2.2833696714980203,496
w5_ret_high,0.55,0.24999999999999997,0.1,0.1,1.0,v1,90,0.10867440255718842,0.18104340154448167,0.9213203130675438,38975,0.5660240145792238,1.0,2.2892412059305816,496
w6_prob_high,0.35,0.44999999999999996,0.1,0.1,1.0,v1,90,0.10867440255718842,0.18104340154448167,0.9213203130675438,38975,0.5575529532986424,1.0,2.278536465344096,496
w7_qual_high,0.4,0.3,0.2,0.1,1.0,v1,90,0.10867440255718842,0.18104340154448167,0.9213203130675438,38975,0.5630531097986277,1.0,2.286586052363911,496
w8_tech_high,0.4,0.3,0.1,0.2,1.0,v1,90,0.10867440255718842,0.18104340154448167,0.9213203130675438,38975,0.5630531097986277,1.0,2.286586052363911,496
w9_risk_low,0.45,0.35,0.1,0.1,0.8,v1,90,0.10867440255718842,0.18104340154448167,0.9213203130675438,38975,0.5627904457304505,1.0,2.2862698384189075,496
w10_risk_high,0.45,0.35,0.1,0.1,1.2,v1,90,0.10867440255718842,0.18104340154448167,0.9213203130675438,38975,0.5627584718955815,1.0,2.2842998059359187,496
w11_balanced_plus,0.5,0.39999999999999997,0.05,0.05,1.0,v1,90,0.10867440255718842,0.18104340154448167,0.9213203130675438,38975,0.5626268942144156,1.0,2.28872224702465,496
