weight_name,tx_cost_bps,slip_bps_per_turnover,avg_return_adj,hit_rate_adj,sharpe_like_adj,turnover_avg
w0_base,0,0,0.5628029804477256,1.0,2.285961351504243,0.06995967741935484
w0_base,0,5,0.5627680006090159,1.0,2.2857924297465524,0.06995967741935484
w0_base,0,10,0.5627330207703062,1.0,2.285623486707509,0.06995967741935484
w0_base,10,0,0.5618029804477257,1.0,2.2818996079973313,0.06995967741935484
w0_base,10,5,0.561768000609016,1.0,2.2817307339371378,0.06995967741935484
w0_base,10,10,0.5617330207703062,1.0,2.281561838639339,0.06995967741935484
w0_base,20,0,0.5608029804477256,1.0,2.2778378644904187,0.06995967741935484
w0_base,20,5,0.5607680006090159,1.0,2.2776690381277223,0.06995967741935484
w0_base,20,10,0.5607330207703063,1.0,2.277500190571169,0.06995967741935484
w10_risk_high,0,0,0.5627584718955815,1.0,2.2842998059359183,0.06985887096774195
w10_risk_high,0,5,0.5627235424600976,1.0,2.2841304253975516,0.06985887096774195
w10_risk_high,0,10,0.5626886130246137,1.0,2.283961023308032,0.06985887096774195
w10_risk_high,10,0,0.5617584718955816,1.0,2.280240693687921,0.06985887096774195
w10_risk_high,10,5,0.5617235424600976,1.0,2.280071362193244,0.06985887096774195
w10_risk_high,10,10,0.5616886130246138,1.0,2.2799020091918036,0.06985887096774195
w10_risk_high,20,0,0.5607584718955815,1.0,2.2761815814399227,0.06985887096774195
w10_risk_high,20,5,0.5607235424600977,1.0,2.2760122989889364,0.06985887096774195
w10_risk_high,20,10,0.5606886130246137,1.0,2.2758429950755747,0.06985887096774195
w11_balanced_plus,0,0,0.5626268942144156,1.0,2.28872224702465,0.07016129032258066
w11_balanced_plus,0,5,0.5625918135692543,1.0,2.2885577042859833,0.07016129032258066
w11_balanced_plus,0,10,0.5625567329240931,1.0,2.288393139395145,0.07016129032258066
w11_balanced_plus,10,0,0.5616268942144157,1.0,2.284654325155717,0.07016129032258066
w11_balanced_plus,10,5,0.5615918135692543,1.0,2.2844898212327855,0.07016129032258066
w11_balanced_plus,10,10,0.5615567329240929,1.0,2.284325295201901,0.07016129032258066
w11_balanced_plus,20,0,0.5606268942144156,1.0,2.280586403286784,0.07016129032258066
w11_balanced_plus,20,5,0.5605918135692542,1.0,2.2804219381795883,0.07016129032258066
w11_balanced_plus,20,10,0.5605567329240931,1.0,2.2802574510086586,0.07016129032258066
w1_ret_up,0,0,0.564836383998835,1.0,2.284761272820753,0.07308467741935486
w1_ret_up,0,5,0.5647998416601254,1.0,2.284584142285137,0.07308467741935486
w1_ret_up,0,10,0.5647632993214158,1.0,2.284406992072081,0.07308467741935486
w1_ret_up,10,0,0.5638363839988351,1.0,2.280716276185364,0.07308467741935486
w1_ret_up,10,5,0.5637998416601253,1.0,2.2805391975564517,0.07308467741935486
w1_ret_up,10,10,0.5637632993214157,1.0,2.280362099291659,0.07308467741935486
w1_ret_up,20,0,0.5628363839988351,1.0,2.276671279549975,0.07308467741935486
w1_ret_up,20,5,0.5627998416601254,1.0,2.2764942528277676,0.07308467741935486
w1_ret_up,20,10,0.5627632993214157,1.0,2.276317206511238,0.07308467741935486
w2_prob_up,0,0,0.5603023644349463,1.0,2.2800842034941007,0.07338709677419356
w2_prob_up,0,5,0.5602656708865592,1.0,2.279912041170246,0.07338709677419356
w2_prob_up,0,10,0.5602289773381722,1.0,2.279739855285137,0.07338709677419356
w2_prob_up,10,0,0.5593023644349463,1.0,2.27601482176698,0.07338709677419356
w2_prob_up,10,5,0.5592656708865593,1.0,2.275842700213549,0.07338709677419356
