weight_name,tx_bps,slip_bps,avg_return,sharpe_like,hit_rate,turnover_avg,periods
w0_base,0,0,0.20319021002657292,33.74873228387104,0.9616368286445013,0.09923273657289002,391
w0_base,10,0,0.20219021002657286,33.58263800068949,0.9616368286445013,0.09923273657289002,391
w0_base,10,5,0.20214059365828646,33.57380835062705,0.9616368286445013,0.09923273657289002,391
w0_base,10,10,0.20209097729,33.56497646306044,0.9616368286445013,0.09923273657289002,391
w0_base,20,0,0.2011902100265729,33.416543717507956,0.9616368286445013,0.09923273657289002,391
w0_base,20,5,0.2011405936582865,33.407716979552006,0.9616368286445013,0.09923273657289002,391
w0_base,20,10,0.20109097728999997,33.398888016593595,0.9616368286445013,0.09923273657289002,391
w1_ret_up,0,0,0.2069976660020183,34.33922371041024,0.969309462915601,0.10473145780051152,391
w1_ret_up,10,0,0.2059976660020183,34.173331870305745,0.9667519181585678,0.10473145780051152,391
w1_ret_up,10,5,0.20594530027311803,34.163951677232475,0.9667519181585678,0.10473145780051152,391
w1_ret_up,10,10,0.20589293454421775,34.154569469318076,0.9667519181585678,0.10473145780051152,391
w1_ret_up,20,0,0.20499766600201824,34.007440030201245,0.9641943734015346,0.10473145780051152,391
w1_ret_up,20,5,0.204945300273118,33.998063202807835,0.9641943734015346,0.10473145780051152,391
w1_ret_up,20,10,0.20489293454421773,33.98868437207117,0.9641943734015346,0.10473145780051152,391
w2_prob_up,0,0,0.1993015174476482,33.289479452888926,0.959079283887468,0.09552429667519184,391
w2_prob_up,10,0,0.19830151744764823,33.12244871534508,0.959079283887468,0.09552429667519184,391
w2_prob_up,10,5,0.19825375529931064,33.11448846926546,0.959079283887468,0.09552429667519184,391
w2_prob_up,10,10,0.19820599315097304,33.10652570915263,0.959079283887468,0.09552429667519184,391
w2_prob_up,20,0,0.19730151744764823,32.95541797780123,0.959079283887468,0.09552429667519184,391
w2_prob_up,20,5,0.19725375529931063,32.947457643446945,0.959079283887468,0.09552429667519184,391
w2_prob_up,20,10,0.19720599315097306,32.93949480770085,0.959079283887468,0.09552429667519184,391
w3_qual_up,0,0,0.2014509211786065,33.54702539724403,0.9616368286445013,0.09641943734015346,391
w3_qual_up,10,0,0.20045092117860647,33.38049835829591,0.9616368286445013,0.09641943734015346,391
w3_qual_up,10,5,0.2004027114599364,33.37230979146765,0.9616368286445013,0.09641943734015346,391
w3_qual_up,10,10,0.20035450174126632,33.36411880133182,0.9616368286445013,0.09641943734015346,391
w3_qual_up,20,0,0.1994509211786065,33.2139713193478,0.9616368286445013,0.09641943734015346,391
w3_qual_up,20,5,0.19940271145993638,33.205783552634095,0.9616368286445013,0.09641943734015346,391
