date,code,pred_return_60d,pred_return_90d,pred_mdd_60d,pred_mdd_90d,prob_top20_60d,prob_top20_90d,score,score_score,composite,close,quality_score,name,market,sector,tech_score,pred_score,ret_score,prob_score,qual_score,final_score,risk_penalty,market_up,market_status_date,market_kospi_close,market_kospi_ma20,market_vol_5d,market_foreign_5d,generated_at
2025-12-01,183300,0.8205580329127511,0.4962318501522715,-0.4313636130976044,-0.4279452368662635,0.7378003891048555,0.1305835960280914,82.05580329127511,2.99,-4.114336927945386,86600.0,-0.0279041217870309,코미코,KOSDAQ,반도체와반도체장비,82.05580329127511,99.50248756218906,99.50248756218906,73.78003891048554,34.5945945945946,49.965324863089386,28.13636130976044,False,2025-12-01,3977.31,4000.230000000001,0.015242729479604,-1361630492662.0,2025-12-01 00:26:30
2025-12-01,214450,0.5517954718174805,0.2461000680357765,-0.3061324992678498,-0.3689692305576759,0.189751984574044,0.049673700331069,55.17954718174805,22.39,-1.6751843438036538,467500.0,0.2325757257654672,파마리서치,KOSDAQ,건강관리장비와용품,55.17954718174805,97.01492537313433,97.01492537313433,18.9751984574044,94.05405405405406,48.89699956213894,15.613249926784981,False,2025-12-01,3977.31,4000.230000000001,0.015242729479604,-1361630492662.0,2025-12-01 00:26:30
2025-12-01,000660,0.6301142657594359,0.2995084188387218,-0.33510437214713,-0.4032711285456245,0.2392049168521702,0.0221786431476922,63.01142657594359,17.91,-2.0102522441494752,534000.0,0.1053310791968127,SK하이닉스,KOSPI,반도체와반도체장비,63.01142657594359,98.00995024875621,98.00995024875621,23.920491685217023,75.13513513513513,47.04636902427146,18.510437214713,False,2025-12-01,3977.31,4000.230000000001,0.015242729479604,-1361630492662.0,2025-12-01 00:26:30
2025-12-01,082270,0.8207782858156532,0.950216162091809,-0.440683232963784,-0.5587474137598831,0.685807706495328,0.313842116064251,82.07782858156531,0.5,-7.496214080793587,32750.0,-0.3772712838542792,젬백스,KOSDAQ,반도체와반도체장비,82.07782858156531,100.0,100.0,68.5807706495328,13.513513513513514,44.72724496750142,29.068323296378395,False,2025-12-01,3977.31,4000.230000000001,0.015242729479604,-1361630492662.0,2025-12-01 00:26:30
2025-12-01,319660,0.4078961313459694,0.2565339661368981,-0.317649419092497,-0.3733626433588052,0.2816566348121473,0.0343450414817785,40.78961313459695,3.48,-4.081601697501214,29850.0,0.2476089051621646,피에스케이,KOSDAQ,반도체와반도체장비,40.78961313459695,92.03980099502488,92.03980099502488,28.165663481214732,95.13513513513514,44.395568470210804,16.7649419092497,False,2025-12-01,3977.31,4000.230000000001,0.015242729479604,-1361630492662.0,2025-12-01 00:26:30
2025-12-01,225570,0.4058139425322926,0.1741137914938442,-0.2934537985083282,-0.2638437264296611,0.0090245539730937,0.0046559566822552,40.58139425322926,61.69,0.3031118090939757,13230.0,0.5831385427407377,넥슨게임즈,KOSDAQ,게임엔터테인먼트,40.58139425322926,91.54228855721394,91.54228855721394,0.9024553973093701,99.45945945945947,40.436257760546404,14.34537985083282,False,2025-12-01,3977.31,4000.230000000001,0.015242729479604,-1361630492662.0,2025-12-01 00:26:30
2025-12-01,145020,0.3164694793222073,0.2617422773848272,-0.3342636804745386,-0.2860562586257791,0.3602006752419585,0.0326245014637689,31.646947932220737,38.81,-0.5566412606594832,237000.0,0.3188986352139925,휴젤,KOSDAQ,생물공학,31.646947932220737,84.07960199004975,84.07960199004975,36.020067524195845,97.83783783783784,39.97228948595192,18.42636804745386,False,2025-12-01,3977.31,4000.230000000001,0.015242729479604,-1361630492662.0,2025-12-01 00:26:30
2025-12-01,377300,0.4458053744482988,0.5481441490852463,-0.3280782158806235,-0.4712265411218235,0.4559667402058044,0.1309789774414357,44.58053744482988,42.79,-0.3412619101320551,49900.0,-0.0402440993723391,카카오페이,KOSPI,IT서비스,44.58053744482988,94.5273631840796,94.5273631840796,45.596674020580444,30.810810810810814,39.94533872737723,17.807821588062353,False,2025-12-01,3977.31,4000.230000000001,0.015242729479604,-1361630492662.0,2025-12-01 00:26:30
2025-12-01,240810,0.4405474532553703,0.2727801160126921,-0.3280454316704152,-0.3172275301027379,0.1701376794203178,0.0795443986700214,44.05474532553704,25.37,-1.458746479258797,61100.0,0.1173032595822497,원익IPS,KOSDAQ,반도체와반도체장비,44.05474532553704,94.02985074626866,94.02985074626866,17.01376794203178,80.0,39.87427764000814,17.804543167041523,False,2025-12-01,3977.31,4000.230000000001,0.015242729479604,-1361630492662.0,2025-12-01 00:26:30
2025-12-01,086450,0.2605154432784764,0.460635804606462,-0.2660984131310641,-0.3763505286130182,0.260322056722172,0.1087381449775259,26.051544327847644,79.6,1.418426121528823,18730.0,0.1358265572912477,동국제약,KOSDAQ,제약,26.051544327847644,73.6318407960199,73.6318407960199,26.032205672217202,84.86486486486487,37.53295537183788,11.60984131310641,False,2025-12-01,3977.31,4000.230000000001,0.015242729479604,-1361630492662.0,2025-12-01 00:26:30
2025-12-01,035900,0.2379338465854366,0.1841561085418919,-0.1956314275350502,-0.2750288094205262,0.0028257622145449,0.0041562321875321,23.79338465854366,24.88,-1.4689100942200244,68300.0,0.3984398520089697,JYP Ent.,KOSDAQ,방송과엔터테인먼트,23.79338465854366,66.66666666666666,66.66666666666666,0.28257622145449,98.91891891891892,37.48335453725954,4.56314275350502,False,2025-12-01,3977.31,4000.230000000001,0.015242729479604,-1361630492662.0,2025-12-01 00:26:30
2025-12-01,060370,0.2795500196326941,0.3917105339577951,-0.291425219431181,-0.4180448521817121,0.1932295366740783,0.20959062625407,27.95500196326941,40.3,-0.5295132329001461,26700.0,0.1499872622981233,LS마린솔루션,KOSDAQ,건설,27.95500196326941,77.61194029850746,77.61194029850746,19.32295366740783,88.10810810810811,35.57451536848314,14.1425219431181,False,2025-12-01,3977.31,4000.230000000001,0.015242729479604,-1361630492662.0,2025-12-01 00:26:30
2025-12-01,140860,0.3151320746043617,0.2964502946088276,-0.2933521114815086,-0.3557108388151552,0.0575624782731453,0.0476712037199538,31.513207460436178,28.86,-1.0786081677722783,236000.0,0.166779094087874,파크시스템스,KOSDAQ,전자장비와기기,31.513207460436178,83.5820895522388,83.5820895522388,5.75624782731453,90.27027027027027,35.1729804530208,14.335211148150858,False,2025-12-01,3977.31,4000.230000000001,0.015242729479604,-1361630492662.0,2025-12-01 00:26:30
2025-12-01,388720,0.3387022899814791,0.2871272136267511,-0.3078204546331707,-0.3773193266105518,0.347086648522915,0.1316083022566707,33.87022899814791,46.27,-0.2590075021859965,84300.0,0.0003758504439548,유일로보틱스,KOSDAQ,기계,33.87022899814791,86.06965174129353,86.06965174129353,34.7086648522915,38.91891891891892,34.71492280942607,15.78204546331707,False,2025-12-01,3977.31,4000.230000000001,0.015242729479604,-1361630492662.0,2025-12-01 00:26:30
2025-12-01,443060,0.3621060509124845,0.4305049820886544,-0.309743836852233,-0.3593575022467593,0.0671369423896084,0.0535896336811653,36.210605091248446,1.99,-4.3550385523657615,182900.0,0.1057119655102601,HD현대마린솔루션,KOSPI,조선,36.210605091248446,87.06467661691542,87.06467661691542,6.713694238960841,75.67567567567568,34.037975738317414,15.9743836852233,False,2025-12-01,3977.31,4000.230000000001,0.015242729479604,-1361630492662.0,2025-12-01 00:26:30
