file,model_version,horizon_days,pred_mae,pred_rmse,pred_corr,pred_n,strat_avg_return,strat_hit_rate,strat_sharpe_like,strat_num_periods,avg_return,hit_rate,num_periods,mdd
outputs\research_plan_2025-12-16\00_gate_run4_q1\summary.csv,v1,60.0,0.1366484043523398,0.2069139055988432,0.710022809530579,2208.0,0.1194391700498872,1.0,2.78526596038278,12.0,,,,
outputs\research_plan_2025-12-16\00_gate_run4_q1\portfolio_v1.csv,,,,,,,,,,,0.11943917004988724,1.0,12.0,0.0
