date,model_version,portfolio_return,cum_return
2024-02-01,v1,0.6489382217276372,0.6489382217276372
2024-02-02,v1,0.5993062748673375,1.6371572448775993
2024-02-05,v1,0.6737260246508323,3.4138787118481257
2024-02-08,v1,0.616070625961101,6.133139732772778
2024-02-15,v1,0.6112976806675108,10.493611507294045
2024-02-16,v1,0.5224461963540413,16.49840512165086
2024-02-19,v1,0.6277858565520333,27.48365636924093
2024-02-22,v1,0.48730399284105924,41.3638558486847
2024-02-23,v1,0.4842544478348906,61.87874147084641
2024-02-26,v1,0.5140232351459968,94.19987558359963
2024-02-29,v1,0.5719554868884228,148.64996677473465
