date,model_version,portfolio_return,cum_return
2023-01-02,v1,0.2029748979590277,0.2029748979590278
2023-01-05,v1,0.09561297622755578,0.3179949082799305
2023-01-06,v1,0.16115678730835672,0.5303987333870965
2023-01-09,v1,0.02314762415963951,0.5658238280819294
2023-01-12,v1,0.09750668126870815,0.7185021130096627
2023-01-13,v1,0.01355973019630918,0.7418045380038607
2023-01-16,v1,0.007159160608483636,0.7542743964400158
2023-01-19,v1,0.08683751662882822,0.9066112285124033
2023-01-20,v1,0.22333660689848664,1.3324273109629186
2023-01-26,v1,-0.010048703084164253,1.3089894414496563
2023-01-27,v1,0.07027030635676976,1.4712428368748705
2023-01-30,v1,-0.009671759913078682,1.4473415694697014
2023-02-02,v1,0.09291797635599319,1.6747435955567265
2023-02-03,v1,0.04456649355226857,1.793947538762077
2023-02-06,v1,0.14577270162224978,2.2012288196782603
2023-02-09,v1,0.03619924242317557,2.31711087777385
2023-02-10,v1,0.08461497087616755,2.5977881180897033
2023-02-13,v1,0.13442720056003277,3.0814287030126506
2023-02-16,v1,0.07113456963837513,3.371759377311167
2023-02-17,v1,0.08799720559664935,3.7564619860554975
2023-02-20,v1,0.06985380801835622,4.0887189684760274
2023-02-23,v1,0.10732740512678215,4.634877970781995
2023-02-24,v1,0.10489343564796941,5.225939680594376
2023-02-27,v1,0.15366594914505735,6.182654610932786
2023-03-03,v1,0.09245589420490052,6.846733365751528
2023-03-09,v1,0.11738878316350898,7.7678518473656055
2023-03-10,v1,0.07278844260830274,8.406050128355679
2023-03-13,v1,0.07488578002307109,9.110429529153702
2023-03-16,v1,0.09475716734766468,10.068465192004489
2023-03-17,v1,0.07105949632845163,10.854984753677327
2023-03-20,v1,0.10857762240167682,12.142170811839739
2023-03-23,v1,0.1203023197034798,13.723204446443424
2023-03-24,v1,0.16760495016600974,16.190886393973546
2023-03-27,v1,0.12643686063174492,18.36444810110454
2023-03-31,v1,0.061734333753868,19.55989940313758
2023-04-03,v1,0.1475659392037017,22.593840268495203
2023-04-06,v1,-0.0019314835742380014,22.54826915356341
2023-04-10,v1,0.07212455206895822,24.246677518263436
2023-04-13,v1,0.18329157014927133,28.874180681638254
2023-04-14,v1,0.04421640374594513,30.195109516236887
2023-04-17,v1,0.11481919169127419,33.776906775611984
2023-04-20,v1,0.15655849733800148,39.22152704246555
2023-04-21,v1,0.03274060284548577,40.53840408520188
2023-04-24,v1,0.12024723381754374,45.53328227364277
2023-04-27,v1,0.029224670189889577,46.89320210094301
2023-04-28,v1,0.053856841172429525,49.472578679732564
2023-05-04,v1,0.012947011593040186,50.126047741029694
2023-05-08,v1,0.028303611588788958,51.573099538361674
2023-05-11,v1,0.1267832229152955,58.238486536481794
2023-05-12,v1,0.04060034341321246,60.64358943314192
2023-05-15,v1,0.30619525850363327,79.51856423471465
2023-05-18,v1,0.10363122217566548,87.86280145418795
2023-05-19,v1,0.10141156020781447,96.87451679409439
