date,model_version,portfolio_return,cum_return
2024-03-04,v1,0.5429148592821198,0.5429148592821198
2024-03-08,v1,0.4586339706172543,1.2505480275190406
2024-03-11,v1,0.5243449905823734,2.430611611813691
2024-03-14,v1,0.4127273768367387,3.846518943303212
2024-03-15,v1,0.44907135082234106,6.02295175195845
2024-03-18,v1,0.5136511062624811,9.630298688579938
2024-03-21,v1,0.5308328187759169,15.27321010586876
2024-03-22,v1,0.5293754970062483,23.887848793550138
2024-03-25,v1,0.517570758669592,36.76907157528198
2024-03-28,v1,0.5053517341122252,55.85573739165948
2024-03-29,v1,0.5590589514847624,87.64144632373363
