date,portfolio_return,turnover,cum_return
2024-01-04,0.007817898230036854,0.5000000000000001,0.009817898230036759
2024-01-05,-0.06565496065154562,0.8500000000000004,-0.054462020347022744
2024-01-08,0.09105511246500944,1.0000000000000004,0.03352512268952279
2024-01-11,0.05212476885092129,0.9500000000000005,0.0894644310567132
2024-01-12,0.10919335680918514,0.9000000000000005,0.21060563827011825
2024-01-15,0.10218693912965042,0.9000000000000005,0.3367349342145787
2024-01-18,0.19760946784633976,0.9000000000000005,0.6035598830847628
2024-01-19,0.12361406547992948,0.9500000000000005,0.8049895592395604
2024-01-22,0.26250265913561033,0.8500000000000004,1.2824140973704372
2024-01-25,0.09650297193860174,0.9500000000000005,1.5072386691559863
2024-01-26,0.09785979888088299,0.7500000000000003,1.7576110184042757
2024-01-29,0.19274256995030836,1.0000000000000004,2.2946352750516117
