date,portfolio_return,turnover,cum_return
2024-01-04,0.03486017729394349,0.5000000000000001,0.03686017729394342
2024-01-05,-0.020354832825857906,0.8500000000000004,0.017828782075923755
2024-01-08,0.04812497001810526,0.8500000000000004,0.06884741926104399
2024-01-11,0.10215448914716833,0.9000000000000005,0.1801726761904474
2024-01-12,0.06179819954323004,0.9500000000000005,0.2554655680815132
2024-01-15,0.06289835093407074,0.9500000000000005,0.3369432131045098
2024-01-18,0.18027438184660255,0.8000000000000004,0.5806337108371451
2024-01-19,0.11876473304808396,0.9000000000000005,0.7715185189731952
2024-01-22,0.17976018210454167,0.9500000000000005,1.0935100475833308
2024-01-25,0.1345100960945827,0.8500000000000004,1.3792953053539057
2024-01-26,0.17065442064305092,0.8000000000000004,1.790091157838515
2024-01-29,0.11147916405227949,0.8000000000000004,2.1067083700596863
