date,model_version,portfolio_return,cum_return
2024-02-01,v1,0.6489382217276372,0.6489382217276372
2024-02-02,v1,0.5993062748673375,1.6371572448775993
2024-02-05,v1,0.665399492009694,3.3919203359688384
2024-02-08,v1,0.6233959927316303,6.129825873808367
2024-02-15,v1,0.6112976806675108,10.48827189403063
2024-02-16,v1,0.5573880935373178,16.891697863082715
2024-02-19,v1,0.6565618292698223,28.638703740811273
2024-02-22,v1,0.48730399284105924,43.081762416341846
2024-02-23,v1,0.4842544478348906,64.42855193485629
2024-02-26,v1,0.5059937417428152,97.53498974518834
2024-02-29,v1,0.5719554868884228,153.8926177804433
