date,model_version,portfolio_return,cum_return
2024-01-04,v1,0.15128018016088673,0.15128018016088673
2024-01-05,v1,0.1750475083854714,0.3528089071516267
2024-01-08,v1,0.0848673290268051,0.4676181857852566
2024-01-11,v1,0.08802288520525023,0.5968021728777699
2024-01-12,v1,0.055867260846513375,0.6860111363902117
2024-01-15,v1,0.09674949006972484,0.8491318540878419
2024-01-18,v1,0.15884735789401214,1.1428615635073514
2024-01-19,v1,0.18459656374429464,1.538426444710535
2024-01-22,v1,0.0607707691997725,1.6926885723126381
2024-01-25,v1,0.12628460055796958,2.032733673094149
2024-01-26,v1,0.12204540222324334,2.4028648740628986
2024-01-29,v1,0.1288906932847034,2.8414624868350304
2024-02-01,v1,0.18886170404327685,3.566967638117018
2024-02-02,v1,0.1952493892758561,4.458665280301964
2024-02-05,v1,0.2047296463865711,5.576215892880838
2024-02-08,v1,0.12349996453205463,6.388378322406756
2024-02-15,v1,0.08930185769380083,7.048174231942285
2024-02-16,v1,-0.0010097571759702093,7.040047530258123
2024-02-19,v1,0.07570351784421758,7.648707411933376
2024-02-22,v1,0.04001372899999229,7.994774446514702
2024-02-23,v1,0.12415418891689596,9.111513372412157
2024-02-26,v1,0.06684210941279319,9.78738825557985
2024-02-29,v1,0.1605791180616367,11.51961754784932
2024-03-04,v1,0.14287151234920376,13.308314240944181
2024-03-08,v1,0.10203423260024676,14.768252104322103
2024-03-11,v1,0.01863602284636356,15.06210961078547
2024-03-14,v1,0.06282362848330658,16.071189617631603
2024-03-15,v1,-0.008596107967588971,15.924443828543257
2024-03-18,v1,0.021272883819665092,16.284475555820308
2024-03-21,v1,0.136318850816826,18.640675400561253
2024-03-22,v1,0.01260082880826353,18.8881641889624
2024-03-25,v1,0.07078963516542751,20.29604007600917
2024-03-28,v1,-0.011446526032926202,20.052274398880893
2024-03-29,v1,0.099882633482449,22.155031006636257
2024-04-01,v1,0.03877092660802449,23.052773014401083
2024-04-04,v1,0.007168767592001313,23.225201754084488
2024-04-05,v1,0.019020996946253525,23.685989242671305
2024-04-08,v1,0.08047312824201441,25.67254802077778
2024-04-11,v1,0.25322194617544,32.42662254005701
2024-04-12,v1,0.11491885251502745,36.26797164581332
2024-04-15,v1,0.009912723755371796,36.637398753661294
2024-04-18,v1,0.11158163386126534,40.83704120088277
2024-04-19,v1,0.22801843053030382,50.376657673539725
2024-04-22,v1,0.09330126295678956,55.17016472097961
2024-04-25,v1,0.11246551620783621,61.48737129180378
2024-04-26,v1,0.07678277417656264,66.28532501058937
2024-04-29,v1,0.05936945623717983,70.28001816920998
2024-05-02,v1,0.05419697442901404,74.1431794912263
2024-05-03,v1,0.04843996194612252,77.78311224629195
2024-05-09,v1,0.04520307753240031,81.34435137740489
2024-05-10,v1,0.11338537880827085,90.68099685105331
2024-05-13,v1,0.031391526110647015,93.55900325755329
2024-05-16,v1,0.09958766546750655,102.97591364090736
2024-05-17,v1,-0.021943808501500274,100.69428610320277
2024-05-20,v1,0.011383978247112025,101.85197164405723
2024-05-23,v1,0.008585937160910582,102.73505220946885
2024-05-24,v1,-0.02853058930545414,99.77543003830064
2024-05-27,v1,0.013143379711208731,101.09995978085439
2024-05-30,v1,0.016564582918039847,102.79120303057289
2024-05-31,v1,0.0759534425589321,110.67450220807797
2024-06-03,v1,0.10341781900825309,122.22363566526974
2024-06-07,v1,-0.12055695088488491,107.36816987251486
2024-06-10,v1,-0.09312614116612054,97.27626038705291
2024-06-13,v1,0.023488518731586805,99.5846241700245
2024-06-14,v1,-0.09209451756702083,90.32133173242599
2024-06-17,v1,-0.06455326984964613,84.42624116207364
2024-06-20,v1,-0.0404277469637613,80.97265070030808
2024-06-21,v1,-0.03226765629254713,78.32758538212151
2024-06-24,v1,-0.01257280818357745,77.33021486744573
2024-06-27,v1,-0.024669195673988502,75.39787146969515
2024-06-28,v1,-0.07315653821389659,69.80886766606204
2024-07-01,v1,-0.053288418109787614,66.03557511999232
2024-07-04,v1,-0.064784352181923,61.692718812700974
2024-07-05,v1,-0.07532593716796784,56.97033101452638
2024-07-08,v1,-0.10804909838163142,50.70668901552208
2024-07-11,v1,-0.04124251417721307,48.57417516074267
2024-07-12,v1,-0.04109151688434086,46.53709710509774
2024-07-15,v1,-0.01638747690883354,45.75808402397497
2024-07-22,v1,-0.06777925222456281,42.588856053376674
2024-07-25,v1,0.013050822683157387,43.15772648469096
2024-07-26,v1,-0.05108921541904691,40.90174288389923
2024-07-29,v1,0.07576193771459412,44.076300118402145
2024-08-01,v1,0.034495883388196646,45.6312469108579
2024-08-05,v1,0.1159951531888892,51.04024553967177
2024-08-08,v1,0.016294433795823383,51.888211875336346
2024-08-09,v1,0.07579037188072234,55.89662912147452
2024-08-12,v1,0.005508354077621125,56.21003590049869
2024-08-16,v1,0.005541975484904436,56.52709251694976
2024-08-19,v1,0.05860459018315526,59.89844419833406
2024-08-22,v1,0.01263157642255939,60.66768755024028
2024-08-23,v1,0.048371924674898266,63.65067228729568
2024-08-26,v1,0.06048255547515111,67.56091016041785
2024-08-29,v1,0.06265108764373942,71.85632575181273
2024-08-30,v1,0.007710557928104429,72.41808867195094
2024-09-02,v1,-0.014179798149495904,71.37703499406089
2024-09-05,v1,0.07207464161529964,76.59358385243584
2024-09-06,v1,0.24682723333786732,95.7457934795024
2024-09-09,v1,0.05388111280451426,100.9585644913337
2024-09-12,v1,0.023729566959349874,103.37799707450999
2024-09-13,v1,0.06863300618581214,110.54177279338751
2024-09-19,v1,-0.08433568443431266,101.13482104184058
2024-09-20,v1,-0.002427143066664298,100.88692521908388
