weight_name,w_ret,w_prob,w_qual,w_tech,w_risk,model_version,horizon_days,pred_mae,pred_rmse,pred_corr,pred_n,strat_avg_return,strat_hit_rate,strat_sharpe_like,strat_num_periods
w0_base,0.45,0.35,0.1,0.1,1.0,v1,60,0.12072191265178565,0.19214806660143002,0.7619720978877197,70286,0.4695284060605491,1.0,2.2745232692156705,374
w1_ret_up,0.5,0.3,0.1,0.1,1.0,v1,60,0.12072191265178565,0.19214806660143002,0.7619720978877197,70286,0.47113160846740093,1.0,2.2757046484329155,374
w2_prob_up,0.4,0.39999999999999997,0.1,0.1,1.0,v1,60,0.12072191265178565,0.19214806660143002,0.7619720978877197,70286,0.46811478162575826,1.0,2.2791286539415347,374
w3_qual_up,0.4,0.35,0.15000000000000002,0.1,1.0,v1,60,0.12072191265178565,0.19214806660143002,0.7619720978877197,70286,0.46897604473092586,1.0,2.280634106546893,374
w4_tech_up,0.45,0.3,0.1,0.15000000000000002,1.0,v1,60,0.12072191265178565,0.19214806660143002,0.7619720978877197,70286,0.47103526726959183,1.0,2.2842766864091972,374
w5_ret_high,0.55,0.24999999999999997,0.1,0.1,1.0,v1,60,0.12072191265178565,0.19214806660143002,0.7619720978877197,70286,0.4720938845807836,1.0,2.2545757723121906,374
w6_prob_high,0.35,0.44999999999999996,0.1,0.1,1.0,v1,60,0.12072191265178565,0.19214806660143002,0.7619720978877197,70286,0.4660095416953908,1.0,2.2759037362480217,374
w7_qual_high,0.4,0.3,0.2,0.1,1.0,v1,60,0.12072191265178565,0.19214806660143002,0.7619720978877197,70286,0.4706748639377061,1.0,2.275171557407912,374
w8_tech_high,0.4,0.3,0.1,0.2,1.0,v1,60,0.12072191265178565,0.19214806660143002,0.7619720978877197,70286,0.4706748639377061,1.0,2.275171557407912,374
w9_risk_low,0.45,0.35,0.1,0.1,0.8,v1,60,0.12072191265178565,0.19214806660143002,0.7619720978877197,70286,0.4696208311763663,1.0,2.2747123721507068,374
w10_risk_high,0.45,0.35,0.1,0.1,1.2,v1,60,0.12072191265178565,0.19214806660143002,0.7619720978877197,70286,0.46982767002620357,1.0,2.2733124051728306,374
w11_balanced_plus,0.5,0.39999999999999997,0.05,0.05,1.0,v1,60,0.12072191265178565,0.19214806660143002,0.7619720978877197,70286,0.4695799779174275,1.0,2.276542324450041,374
