date,model_version,portfolio_return,cum_return
2024-03-04,v1,0.5429148592821198,0.5429148592821198
2024-03-08,v1,0.47019905816985375,1.2683919729528452
2024-03-11,v1,0.5660854127440651,2.552495579227181
2024-03-14,v1,0.46164657467234516,4.192492994916058
2024-03-15,v1,0.492964628561111,6.752208375461023
2024-03-18,v1,0.5061170578398143,10.675733270210523
2024-03-21,v1,0.5308328187759169,16.87359567331213
2024-03-22,v1,0.5293754970062483,26.33543926616047
2024-03-25,v1,0.5270026558288272,40.74128835767465
2024-03-28,v1,0.522886154141669,62.56723009593757
2024-03-29,v1,0.5406868203372214,96.93719361415457
