date,model_version,portfolio_return,turnover,num_holdings,cum_return
2023-01-02,v1,0.22959519496958208,0.5,20,0.22959519496958203
2023-01-03,v1,0.21816106591490741,0.05,20,0.4978449933479945
2023-01-04,v1,0.1646841050778941,0.1,20,0.7445162556229135
2023-01-09,v1,0.19472669170816564,0.15000000000000002,20,1.08422013471148
2023-01-10,v1,0.2151468870673095,0.05,20,1.532633608657663
2023-01-11,v1,0.1834143305723484,0.05,20,1.997154906574639
2023-01-16,v1,0.18016516441810151,0.15000000000000002,20,2.5371378131041786
2023-01-17,v1,0.23143292801767507,0.1,20,3.355747973992915
2023-01-18,v1,0.20617014371286668,0.05,20,4.253773159768062
2023-01-25,v1,0.16124781923330783,0.2,20,5.100932624527147
2023-01-31,v1,0.16740087962978306,0.0,20,6.122234112435032
2023-02-01,v1,0.1749836269835119,0.05,20,7.368508469654607
2023-02-06,v1,0.18014473509295217,0.05,20,8.876051211043663
2023-02-07,v1,0.15672544039252007,0.05,20,10.423879686433562
2023-02-08,v1,0.08305867823398086,0.05,20,11.372732033492756
2023-02-13,v1,0.15778006924130047,0.1,20,13.3249025504413
2023-02-14,v1,0.17034561733290932,0.05,20,15.76508691862999
2023-02-15,v1,0.18202084571240423,0.1,20,18.816682218000985
2023-02-20,v1,0.17373016393037694,0.05,20,22.25943766829048
2023-02-21,v1,0.1648562497650214,0.15000000000000002,20,26.093901333928123
2023-02-22,v1,0.20711908852289113,0.1,20,31.70556548274046
2023-02-27,v1,0.19816421388028674,0.05,20,38.18663815613797
2023-02-28,v1,0.20257059953027373,0.05,20,46.124698941002734
2023-03-06,v1,0.19389163773997825,0.05,20,55.26178399667717
2023-03-07,v1,0.1872713168885345,0.05,20,65.79800237623317
2023-03-08,v1,0.21878239606662148,0.1,20,80.41222938856934
2023-03-13,v1,0.31441008318497676,0.15000000000000002,20,106.00905520290384
2023-03-14,v1,0.36258708378472826,0.0,20,144.80915646748375
2023-03-15,v1,0.32577080625854954,0.0,20,192.30952292977494
2023-03-20,v1,0.2659212741475794,0.05,20,243.7146375721214
2023-03-21,v1,0.2471608905678926,0.05,20,304.198525329446
2023-03-22,v1,0.22773145680179993,0.05,20,373.70183011648174
2023-03-27,v1,0.14813759425888934,0.1,20,429.20925779434043
2023-03-28,v1,0.15102221655605616,0.1,20,494.18041348937754
2023-03-29,v1,0.139142869546448,0.1,20,563.0812371654862
2023-04-03,v1,0.20686619983957097,0.1,20,679.770579098714
2023-04-04,v1,0.17186655576370705,0.0,20,796.7722737936743
2023-04-10,v1,0.13452402793417453,0.15000000000000002,20,904.0918134386046
2023-04-11,v1,0.09107568139689341,0.1,20,986.5236670742754
2023-04-12,v1,0.07341840825105075,0.05,20,1059.0260828211092
