date,model_version,portfolio_return,cum_return
2024-03-04,v1,0.5429148592821198,0.5429148592821198
2024-03-08,v1,0.4586339706172543,1.2505480275190406
2024-03-11,v1,0.5660854127440651,2.5245504365774982
2024-03-14,v1,0.46164657467234527,4.151647072883419
2024-03-15,v1,0.492964628561111,6.691226858645328
2024-03-18,v1,0.5136511062624811,10.641834043104208
2024-03-21,v1,0.5308328187759169,16.821701623926646
2024-03-22,v1,0.5293754970062483,26.256073778589876
2024-03-25,v1,0.5199141547709292,40.426892339559515
2024-03-28,v1,0.522886154141669,62.088440753032756
2024-03-29,v1,0.5406868203372214,96.1995291838232
