date,model_version,portfolio_return,cum_return
2024-02-01,v1,0.6619459427970534,0.6619459427970535
2024-02-02,v1,0.6078105310926397,1.6720941889357888
2024-02-05,v1,0.6713675408530413,3.466051493489311
2024-02-08,v1,0.616070625961101,6.21745463265778
2024-02-15,v1,0.5779910085900537,10.389078515240607
2024-02-16,v1,0.5086362611488577,16.181976829163375
2024-02-19,v1,0.6277858565520333,26.968578870116893
2024-02-22,v1,0.5169356925845452,41.42653555894625
2024-02-23,v1,0.46150292344464666,61.00650575102819
2024-02-26,v1,0.5140232351459968,92.87929043727056
2024-02-29,v1,0.5719554868884228,146.5740657080593
