code,sector
005930,
000660,
373220,
207940,
005935,
005380,
329180,
034020,
000270,
012450,
105560,
028260,
068270,
402340,
035420,
055550,
042660,
012330,
015760,
009540,
267260,
032830,
010130,
035720,
051910,
005490,
086790,
006400,
010140,
000810,
316140,
009150,
064350,
003670,
011200,
034730,
138040,
096770,
298040,
024110,
033780,
267250,
066570,
010120,
0126Z0,
000150,
086280,
018260,
030200,
352820,
003550,
006800,
259960,
017670,
042700,
047810,
326030,
323410,
007660,
272210,
003230,
047050,
278470,
000100,
010950,
443060,
010620,
071050,
005830,
000720,
079550,
003490,
307950,
180640,
161390,
039490,
005940,
005387,
090430,
016360,
011070,
064400,
029780,
032640,
000880,
377300,
034220,
021240,
006260,
128940,
241560,
088980,
454910,
001040,
078930,
066970,
028050,
005385,
138930,
009830,
196170,
247540,
086520,
298380,
277810,
950160,
141080,
028300,
087010,
000250,
058470,
108490,
214450,
310210,
347850,
214370,
214150,
039030,
0009K0,
240810,
145020,
226950,
068760,
237690,
257720,
403870,
035900,
263750,
041510,
030530,
039200,
140410,
095340,
357780,
222800,
160190,
005290,
098460,
475830,
065350,
083650,
060370,
084370,
445680,
064760,
058610,
089030,
067310,
290650,
437730,
323280,
178320,
140860,
348370,
458870,
195940,
003380,
293490,
007390,
035760,
036930,
096530,
466100,
358570,
456160,
082270,
085660,
204270,
319400,
078600,
253450,
122870,
232140,
440110,
376900,
389470,
328130,
424870,
388720,
161580,
468530,
397030,
115180,
281740,
137400,
101490,
213420,
287840,
112040,
031980,
319660,
006730,
486990,
086900,
183300,
036830,
056190,
166090,
086450,
218410,
