date,model_version,portfolio_return,turnover,num_holdings,cum_return
2023-01-02,v1,0.2430352290368746,0.5,20,0.2430352290368747
2023-01-03,v1,0.2283711634066239,0.1,20,0.5269086304474448
2023-01-04,v1,0.2050950442530774,0.1,20,0.8400700235794694
2023-01-09,v1,0.21228797050866852,0.05,20,1.2306947544789928
2023-01-10,v1,0.2176845707518328,0.05,20,1.7162825845861178
2023-01-11,v1,0.1816584403647293,0.05,20,2.2097182424919075
2023-01-16,v1,0.12813866342468813,0.2,20,2.6210072480546596
2023-01-17,v1,0.1783260508188614,0.0,20,3.2667271705867202
2023-01-18,v1,0.17505888153649543,0.1,20,4.013655656891007
2023-01-25,v1,0.17229609902153348,0.15000000000000002,20,4.877488968410572
2023-01-31,v1,0.1700011268177692,0.2,20,5.876668715899378
2023-02-01,v1,0.15767161383649886,0.1,20,6.960924170154197
2023-02-06,v1,0.1591162470746292,0.1,20,8.22763654735484
2023-02-07,v1,0.14182121118840701,0.2,20,9.536311138907113
2023-02-08,v1,0.07715477770009552,0.05,20,10.349237882608533
2023-02-13,v1,0.08044983577428741,0.1,20,11.26228220642771
2023-02-14,v1,0.12347690868191556,0.1,20,12.776390906662662
2023-02-15,v1,0.18262678472204252,0.05,20,15.292328883020446
2023-02-20,v1,0.17033108530258162,0.2,20,18.067418943771916
2023-02-21,v1,0.13533775433424913,0.15000000000000002,20,20.647960604572326
2023-02-22,v1,0.18066012615282787,0.1,20,24.558883898345808
2023-02-27,v1,0.16410113175037908,0.1,20,28.753125672340897
2023-02-28,v1,0.17875695438229025,0.05,20,34.071703800882084
2023-03-06,v1,0.17825610978069012,0.1,20,40.32344928380797
2023-03-07,v1,0.14948633041033524,0.05,20,46.50074007714202
2023-03-08,v1,0.18494841477186338,0.05,20,55.285926654899754
2023-03-13,v1,0.29742442217933523,0.15000000000000002,20,72.02673586706176
2023-03-14,v1,0.35384292389802724,0.1,20,97.86672960899183
2023-03-15,v1,0.3203223480935807,0.05,20,129.53595258567722
2023-03-20,v1,0.2606717226842529,0.25,20,163.56298421841566
2023-03-21,v1,0.24041753339818123,0.0,20,203.126810972851
2023-03-22,v1,0.24979121977941068,0.05,20,254.11589607544065
2023-03-27,v1,0.2342029135989212,0.1,20,313.86478224170844
2023-03-28,v1,0.24032657082477743,0.0,20,389.5351556313485
2023-03-29,v1,0.2404978971796133,0.0,20,483.4580393354008
2023-04-03,v1,0.25237424686368853,0.05,20,605.7227721497318
2023-04-04,v1,0.19643236630481914,0.1,20,724.9027619741232
2023-04-10,v1,0.19312288263400362,0.1,20,865.0911958785509
2023-04-11,v1,0.15993462948006726,0.1,20,1003.6091703873353
2023-04-12,v1,0.10965194633333249,0.05,20,1113.766521224621
2023-04-17,v1,0.07907347116494748,0.15000000000000002,20,1201.9149795963249
2023-04-18,v1,0.049698745093815534,0.1,20,1261.698344536815
2023-04-19,v1,0.04754500840525571,0.05,20,1321.7333479411204
2023-04-24,v1,0.11490076692212067,0.15000000000000002,20,1473.7164240530194
2023-04-25,v1,0.10964686558000458,0.05,20,1635.414457569786
2023-04-26,v1,0.13704960665054092,0.15000000000000002,20,1859.6844152969834
2023-05-02,v1,0.1779498275609881,0.2,20,2190.7928861444993
2023-05-03,v1,0.18035365868145917,0.1,20,2586.0907522326547
2023-05-08,v1,0.1596212631970362,0.1,20,2999.045446109402
2023-05-09,v1,0.16224292181786368,0.05,20,3485.7815848725672
2023-05-10,v1,0.1705547376080812,0.05,20,4080.4687031771973
2023-05-15,v1,0.18025729473462923,0.15000000000000002,20,4816.183210155975
2023-05-16,v1,0.19736754550027108,0.05,20,5766.938836569576
2023-05-17,v1,0.1911600574446845,0.05,20,6869.538355905643
2023-05-22,v1,0.22312660722034788,0.15000000000000002,20,8402.538269036137
2023-05-23,v1,0.1983767285275421,0.05,20,10069.60469890353
2023-05-24,v1,0.1951130241506558,0.05,20,12034.510836732401
