date,portfolio_return,turnover,cum_return
2024-01-04,0.02405230951828125,0.5000000000000001,0.02405230951828119
2024-01-05,0.19772816862862316,0.9500000000000005,0.22653629725924285
2024-01-08,0.06493236971072103,0.9500000000000005,0.3061782055764988
2024-01-11,0.15265220722723766,0.9000000000000005,0.5055691916898639
2024-01-12,0.08634842594884244,0.8500000000000004,0.6355727215493547
2024-01-15,0.07654566293675777,0.9000000000000005,0.7607687198016273
2024-01-18,0.17542642794332602,0.9000000000000005,1.06965408675077
2024-01-19,0.19246696557155413,0.9000000000000005,1.4679941286104565
2024-01-22,0.10707666079518893,0.9000000000000005,1.7322586987641961
2024-01-25,0.25891951391779594,0.7500000000000003,2.4396937929458917
2024-01-26,0.11195021373941824,0.8000000000000004,2.824768248264334
2024-01-29,0.10222117768396484,0.9000000000000005,3.215740562970149
