date,portfolio_return,turnover,cum_return
2024-01-04,0.06209919291970806,0.5000000000000001,0.06209919291970811
2024-01-05,0.13017544528426134,0.9000000000000005,0.2003584282940858
2024-01-08,-0.013517057456742355,0.9000000000000005,0.18413311445014968
2024-01-11,0.15979123250905863,0.8000000000000004,0.37334720426292933
2024-01-12,0.09561092632217198,0.7500000000000003,0.5046542026244731
2024-01-15,0.1147934968393816,0.7500000000000003,0.6773787200778079
2024-01-18,0.10667014806145485,0.8500000000000004,0.8563049565036414
2024-01-19,0.11568048768366439,0.8000000000000004,1.0710432191615857
2024-01-22,0.1794147987283669,0.9000000000000005,1.442619021485211
2024-01-25,0.06929916606586708,1.0000000000000004,1.6118904826907605
2024-01-26,0.10174579076841257,0.7000000000000003,1.8776393452526228
2024-01-29,0.1676978073409982,0.9000000000000005,2.3602131537696733
