model_version,horizon_days,pred_mae,pred_rmse,pred_corr,pred_n,strat_avg_return,strat_hit_rate,strat_sharpe_like,strat_num_periods
v1,30,0.16541533301729222,0.2704395436997108,0.5031272836978151,31194,0.1998604632150231,0.9846547314578005,1.8084347853295542,391
