model_version,horizon_days,pred_mae,pred_rmse,pred_corr,pred_n,strat_avg_return,strat_hit_rate,strat_sharpe_like,strat_num_periods
v1,60,0.12072191265178565,0.19214806660143002,0.7619720978877197,70286,0.4720938845807836,1.0,2.2545757723121906,374
